Wall time,Step,Value
1678200343.326568,10,1.45453679561615
1678200345.4606633,20,6.6481733322143555
1678200347.4406478,30,1.8609131574630737
1678200349.1597276,40,5.43885612487793
1678200350.5566947,50,21.7056941986084
1678200352.4902418,60,18.96439552307129
1678200354.1520364,70,49.66134262084961
1678200355.661214,80,24.956876754760742
1678200357.3712006,90,54.05388259887695
1678200359.102943,100,120.71776580810547
1678200360.730585,110,20.450733184814453
1678200362.2075422,120,39.535892486572266
1678200363.6758976,130,35.53679275512695
1678200365.2872474,140,39.93806457519531
1678200366.6190898,150,9.247275352478027
1678200368.0820045,160,10.735248565673828
1678200369.4468737,170,23.299217224121094
1678200370.7540388,180,27.42852210998535
1678200371.9382021,190,9.624594688415527
1678200373.2094195,200,15.948712348937988
1678200374.3294919,210,15.90938663482666
1678200375.595231,220,12.776144027709961
1678200376.7388785,230,6.570581912994385
1678200377.9666114,240,6.640738487243652
1678200378.8975284,250,19.687286376953125
1678200379.9325259,260,7.162847518920898
1678200380.9735615,270,12.584456443786621
1678200381.8805895,280,28.886266708374023
1678200382.9366262,290,16.133514404296875
1678200383.8781335,300,8.590408325195312
1678200384.8656995,310,13.113795280456543
1678200385.8160303,320,47.13959884643555
1678200386.6388838,330,11.200818061828613
1678200387.5007598,340,6.346415042877197
1678200388.3440616,350,44.48878479003906
1678200389.189906,360,7.9003520011901855
1678200390.041742,370,4.115861415863037
1678200390.9005804,380,20.408864974975586
1678200391.7303932,390,17.664859771728516
1678200392.4681191,400,6.0675787925720215
1678200393.2109084,410,8.590256690979004
1678200393.9837213,420,9.729363441467285
1678200394.8530025,430,13.82468318939209
1678200395.6702795,440,5.727035045623779
1678200396.412502,450,15.574917793273926
1678200397.2553294,460,11.222346305847168
1678200398.0246315,470,10.914690971374512
1678200398.785382,480,6.340036392211914
1678200399.6961055,490,13.883492469787598
1678200400.576154,500,7.17465877532959
