Wall time,Step,Value
1678199465.5994558,10,0.4539444148540497
1678199465.6014574,10,0.49927768111228943
1678199465.6034594,10,0.38966506719589233
1678199465.605461,10,0.22827762365341187
1678199465.6074631,10,0.14351104199886322
1678199465.6104655,10,0.18423835933208466
1678199465.6265175,10,0.2827797532081604
1678199465.6285198,10,0.32745781540870667
1678199465.6315215,10,0.2769225537776947
1678199465.6335232,10,0.18684008717536926
1678199467.4374278,20,0.5982103943824768
1678199467.4394295,20,0.542557954788208
1678199467.4414306,20,0.41541287302970886
1678199467.4434328,20,0.3188667893409729
1678199467.4454353,20,0.29849013686180115
1678199467.4474363,20,0.31554684042930603
1678199467.4494395,20,0.3106575906276703
1678199467.4514406,20,0.2739047408103943
1678199467.453442,20,0.23981621861457825
1678199467.4554443,20,0.2304416298866272
1678199468.7050958,30,1.4213111400604248
1678199468.7070968,30,1.331842064857483
1678199468.7090995,30,0.9837445616722107
1678199468.7111,30,0.9926186203956604
1678199468.7121012,30,0.8676487803459167
1678199468.7151048,30,0.9287582635879517
1678199468.7171063,30,0.7952752113342285
1678199468.7191086,30,0.7601743340492249
1678199468.7201092,30,0.6770310997962952
1678199468.7221105,30,0.6797429323196411
1678199470.1784983,40,1.6185476779937744
1678199470.1805003,40,1.412495732307434
1678199470.1825018,40,1.24368155002594
1678199470.1845038,40,1.1256016492843628
1678199470.1865056,40,0.9614214301109314
1678199470.1875064,40,0.8616824746131897
1678199470.1895087,40,0.8585469722747803
1678199470.1915104,40,0.8082631230354309
1678199470.1935124,40,0.7102093696594238
1678199470.196515,40,0.6618276834487915
1678199471.1826963,50,1.2076334953308105
1678199471.1846974,50,1.2827030420303345
1678199471.1867,50,1.295261025428772
1678199471.1887016,50,1.2372463941574097
1678199471.1907032,50,1.1233758926391602
1678199471.1917038,50,0.9837234616279602
1678199471.193706,50,0.8562001585960388
1678199471.1957073,50,0.7671828866004944
1678199471.1967094,50,0.7244745492935181
1678199471.19871,50,0.7185159921646118
1678199471.8667233,60,6.448537826538086
1678199471.868726,60,5.8476715087890625
1678199471.8707278,60,5.105741500854492
1678199471.8717287,60,4.302043437957764
1678199471.8737297,60,3.5296552181243896
1678199471.875732,60,2.8469529151916504
1678199471.8767333,60,2.276028633117676
1678199471.8797357,60,1.8270474672317505
1678199471.8807373,60,1.5153803825378418
1678199471.8827386,60,1.3478527069091797
1678199472.631955,70,1.6961705684661865
1678199472.6329553,70,1.5585522651672363
1678199472.634957,70,1.5411425828933716
1678199472.636959,70,1.429772138595581
1678199472.6379597,70,1.2938008308410645
1678199472.6399622,70,1.2738288640975952
1678199472.6419635,70,1.2647629976272583
1678199472.6439657,70,1.1603113412857056
1678199472.6449668,70,1.060150146484375
1678199472.6469698,70,1.0282756090164185
1678199473.33713,80,4.162107944488525
1678199473.3391333,80,3.8341314792633057
1678199473.3401332,80,3.4982380867004395
