0:02,0.0,66.0,65.1,4.2,369.09125,315.8708,10.815,29.301697,34.23868,5.592292,0.85580677,0.08590309,63.63
0:05,0.0,68.0,68.6,4.7,385.27045,332.14587,10.918,28.338535,32.871098,5.665742,0.862111,0.08259099,62.99
0:08,0.0,69.0,52.2,3.6,270.08414,232.66058,8.623,31.927088,37.062572,3.9142628,0.86143744,0.07498588,60.62
0:11,0.0,69.0,55.3,3.8,291.2278,252.87,9.0,30.90364,35.59141,4.220693,0.8682893,0.07632356,59.33
0:15,0.0,70.0,47.8,3.3,245.62352,210.97775,7.689,31.304005,36.4446,3.5089073,0.8589477,0.073408104,63.06
0:18,0.0,68.0,42.9,2.9,206.78255,182.5226,6.907,33.402237,37.84189,3.0409198,0.8826789,0.07088391,63.82
0:21,0.0,68.0,55.9,3.8,289.91623,250.40965,9.03,31.146929,36.06091,4.263474,0.8637311,0.07626966,61.11
0:24,0.0,70.0,62.0,4.3,347.33792,296.52438,10.178,29.302876,34.324326,4.9619703,0.85370576,0.08003178,64.13
0:27,0.0,70.0,61.3,4.3,342.30515,291.9541,9.748,28.477516,33.38881,4.8900733,0.852906,0.079772815,63.54
0:31,0.0,72.0,64.0,4.6,378.71915,326.90057,10.789,28.488129,33.003918,5.2599883,0.86317414,0.08218732,63.49
0:34,0.0,77.0,46.2,3.6,265.64642,229.13618,8.552,32.19317,37.322784,3.4499536,0.86256075,0.074674316,62.86
0:37,0.0,77.0,37.0,2.8,200.42755,172.73956,7.089,35.36939,41.03866,2.602955,0.8618554,0.07035014,60.04
0:40,0.0,78.0,63.1,4.9,416.19263,354.89426,11.477,27.576174,32.33921,5.335803,0.8527163,0.084561065,62.01
0:44,0.0,77.0,52.3,4.0,313.24136,268.54984,9.188,29.332014,34.21339,4.0680695,0.8573256,0.07778336,61.14
0:47,0.0,77.0,54.3,4.2,330.33923,279.3214,9.144,27.680635,32.73648,4.29012,0.8455593,0.07900773,60.46
0:51,0.0,75.0,48.8,3.7,275.75842,231.7609,8.322,30.178589,35.907696,3.676779,0.84044904,0.07534383,63.0
0:54,0.0,77.0,46.0,3.5,264.337,221.55896,7.536,28.509062,34.01352,3.432948,0.83816856,0.07462931,60.5
0:57,0.0,77.0,43.3,3.3,244.21826,202.03299,7.109,29.109207,35.187325,3.1716657,0.8272641,0.07324863,62.53
1:00,0.0,75.0,59.4,4.5,360.7208,297.80994,9.924,27.511583,33.323265,4.8096104,0.8255968,0.08096988,62.14
1:04,0.0,72.0,54.0,3.9,298.82016,245.18533,9.009,30.14857,36.743633,4.15028,0.82051134,0.07685704,63.17
1:07,0.0,72.0,70.6,5.1,436.68723,357.58347,11.773,26.959799,32.923782,6.0651,0.81885487,0.08590794,60.96
1:10,0.0,77.0,73.1,5.6,511.90146,424.1875,14.048,27.442781,33.11743,6.648071,0.8286507,0.090944886,60.78
1:12,0.0,77.0,79.3,6.1,584.096,487.34268,15.772,27.00241,32.363266,7.5856624,0.83435374,0.09565779,64.13
1:15,0.0,87.0,62.8,5.5,488.5075,413.4404,13.404,27.438677,32.420635,5.615029,0.84633374,0.08941129,62.18
1:18,0.0,91.0,60.0,5.5,488.16638,415.99323,13.317,27.279634,32.01254,5.3644657,0.8521546,0.089407764,61.99
1:21,0.0,91.0,58.9,5.4,473.3786,406.8238,13.594,28.716972,33.41496,5.2019625,0.8594047,0.08831855,61.51
1:24,0.0,90.0,62.3,5.6,507.99188,433.4005,14.021,27.600834,32.35114,5.6443543,0.85316426,0.09059959,62.44
1:26,0.0,90.0,59.9,5.4,478.00897,401.01312,13.071,27.344675,32.594944,5.3112106,0.8389238,0.08866796,63.85
1:29,0.0,92.0,63.5,5.8,542.71564,466.6733,15.159,27.931755,32.48311,5.899083,0.8598855,0.09289894,61.77
1:32,0.0,92.0,53.5,4.9,416.9446,351.75366,11.93,28.612913,33.91578,4.5320067,0.84364605,0.084710404,61.13
1:34,0.0,93.0,59.8,5.6,502.0872,419.13544,13.625,27.13672,32.507393,5.398787,0.8347862,0.09028072,63.46
1:37,0.0,93.0,65.9,6.1,587.13293,483.78436,15.65,26.654951,32.349125,6.313257,0.8239776,0.09580056,64.29
1:40,0.0,93.0,56.1,5.2,454.33228,373.33963,12.181,26.810774,32.62713,4.8852935,0.8217326,0.08708188,63.79
1:43,0.0,93.0,64.8,6.0,571.61566,461.8697,14.29,24.999315,30.939463,6.1464047,0.8080074,0.094851926,60.84
1:46,0.0,93.0,58.3,5.4,481.84616,392.51895,12.788,26.53959,32.57932,5.1811414,0.81461465,0.088870354,63.97
1:49,0.0,92.0,62.7,5.8,532.0754,432.0826,13.695,25.738834,31.695328,5.783428,0.8120703,0.092239685,62.71
1:52,0.0,92.0,66.3,6.1,583.5425,478.07407,14.804,25.36919,30.965914,6.342853,0.8192618,0.09566897,63.24
1:55,0.0,89.0,57.7,5.1,443.53946,359.9421,12.067,27.206148,33.524837,4.9835896,0.8115222,0.0863707,63.44
1:57,0.0,89.0,70.9,6.3,617.53766,495.18326,15.425,24.978233,31.150084,6.9386253,0.8018673,0.097864956,61.05
2:00,0.0,87.0,66.1,5.8,529.46844,428.13992,14.571,27.520054,34.033268,6.085844,0.8086222,0.09207027,62.67
2:02,5.0,87.0,65.2,5.7,517.71204,422.3052,14.204,27.436102,33.63444,5.950713,0.8157145,0.09126861,61.51
2:05,6.0,92.0,66.5,6.1,586.15497,479.2773,16.412,27.999422,34.24322,6.3712497,0.81766313,0.09580827,61.13
2:07,6.0,92.0,74.2,6.8,710.1463,581.75305,18.69,26.31852,32.127033,7.7189817,0.8192017,0.1040294,62.74
2:10,7.0,96.0,67.6,6.5,647.8725,533.4927,16.982,26.211948,31.83174,6.748672,0.8234532,0.09983243,62.97
2:13,8.0,99.0,63.0,6.2,605.25354,497.26273,16.196,26.759033,32.570305,6.1136723,0.82157755,0.09704241,60.32
2:16,8.0,99.0,61.0,6.0,572.78723,477.06888,15.336,26.77434,32.1463,5.7857294,0.8328902,0.09484803,59.64
2:19,9.0,98.0,58.8,5.8,531.5254,448.02655,14.737,27.725863,32.89314,5.4237285,0.84290713,0.09224028,62.17
2:22,10.0,98.0,62.8,6.2,592.23566,498.1375,15.682,26.479324,31.481266,6.043221,0.8411137,0.096229635,59.45
2:25,11.0,97.0,51.8,5.0,429.32565,360.10684,12.338,28.738092,34.262054,4.426038,0.8387732,0.08544474,64.07
2:27,11.0,94.0,67.8,6.4,628.8769,520.5633,16.36,26.014631,31.427496,6.69018,0.8277666,0.098675214,63.24
2:30,12.0,94.0,69.2,6.5,650.4035,541.1154,16.864,25.92852,31.165255,6.919186,0.8319688,0.099988244,59.47
2:33,13.0,94.0,66.9,6.3,613.76337,516.97,16.586,27.023443,32.083103,6.5293975,0.8422952,0.097599365,63.92
2:36,13.0,94.0,65.5,6.2,592.2673,496.24448,16.14,27.25121,32.52429,6.3007154,0.8378725,0.09619413,62.61
2:39,14.0,96.0,68.5,6.6,663.5538,554.47034,17.108,25.782387,30.854671,6.9120183,0.83560723,0.10090538,60.59
2:41,15.0,96.0,58.9,5.7,514.84015,429.9207,13.756,26.718973,31.9966,5.3629184,0.83505666,0.091051236,61.17
2:45,15.0,96.0,68.2,6.5,658.5378,551.1389,16.881,25.634064,30.629301,6.8597684,0.8369131,0.10058312,62.82
2:47,16.0,96.0,65.9,6.3,619.57794,520.23615,16.327,26.35181,31.383825,6.453937,0.83966213,0.097935304,60.41
2:50,17.0,96.0,68.9,6.6,670.28827,561.23773,17.603,26.261835,31.364605,6.9821696,0.837308,0.10133772,62.32
2:52,18.0,96.0,34.8,3.3,244.95358,205.88635,9.039,36.900867,43.902863,2.5515997,0.8405117,0.07332184,59.52
2:55,18.0,98.0,57.9,5.7,518.52985,447.62686,12.429,23.96969,27.76643,5.291121,0.8632615,0.09138378,60.02
2:59,19.0,100.0,59.9,6.0,565.61615,446.56888,13.508,23.88192,30.248413,5.6561613,0.7895264,0.094426736,60.1
3:02,20.0,100.0,62.1,6.2,601.0007,472.57498,14.182,23.597311,30.010052,6.010007,0.7863136,0.096779495,64.16
3:05,21.0,103.0,66.3,6.8,710.79846,561.4078,16.686,23.475008,29.721712,6.900956,0.7898269,0.10408681,61.49
3:08,21.0,104.0,61.9,6.4,639.1783,509.09473,15.786,24.697334,31.007982,6.145945,0.79648316,0.099288285,60.07
3:10,22.0,104.0,63.7,6.6,672.37537,545.94684,17.256,25.664236,31.607473,6.465148,0.8119673,0.10149368,59.76
3:13,23.0,101.0,60.7,6.1,587.6847,476.68668,15.429,26.253874,32.367172,5.8186603,0.8111266,0.09585931,63.5
3:15,23.0,101.0,60.9,6.1,590.69366,476.42065,15.174,25.688442,31.850004,5.848452,0.80654436,0.09603369,59.6
3:18,24.0,99.0,73.9,7.3,808.4384,656.9977,20.345,25.1658,30.966623,8.166044,0.812675,0.11050128,59.51
