Wall time,Step,Value
1671337034.9125872,10,-60.127872467041016
1671337037.505375,20,-27.638864517211914
1671337040.2300637,30,-18.337677001953125
1671337042.7853725,40,-14.54877758026123
1671337045.3464978,50,-11.21238899230957
1671337047.802226,60,-8.553274154663086
1671337050.2855902,70,-7.748714447021484
1671337053.0932033,80,-6.022980690002441
1671337055.6151862,90,-4.5945634841918945
1671337058.1025517,100,-3.7809948921203613
1671337060.6724741,110,-4.457635402679443
1671337063.1920204,120,-3.281924247741699
1671337065.7286644,130,-2.5719408988952637
1671337068.270521,140,-2.2225165367126465
1671337070.8146493,150,-1.9010474681854248
1671337073.324209,160,-3.128084421157837
1671337075.8237715,170,-2.0485827922821045
1671337078.3806365,180,-1.4939749240875244
1671337080.8934665,190,-1.262640118598938
1671337083.507566,200,-1.0507829189300537
1671337086.1736813,210,-1.249207854270935
1671337088.747387,220,-0.8364381790161133
1671337091.3139017,230,-0.807246208190918
1671337093.880418,240,-0.9853315353393555
1671337096.4088964,250,-0.8747217059135437
1671337098.9851863,260,-0.524777889251709
1671337101.5041842,270,-0.5091444849967957
1671337104.0739388,280,-0.49561163783073425
1671337106.730966,290,-0.5564264059066772
1671337109.362903,300,-0.23148894309997559
1671337111.9300678,310,-0.21785396337509155
1671337114.4623835,320,-0.2057199627161026
1671337116.9556024,330,-0.15849192440509796
1671337119.4669492,340,-0.15616095066070557
1671337121.9798648,350,-0.1943991482257843
1671337124.473424,360,-0.24080418050289154
1671337126.9488318,370,-0.09591054916381836
1671337129.5003457,380,-0.2264740765094757
1671337131.9579325,390,-0.167144313454628
1671337134.532296,400,-0.06641598790884018
1671337137.0631623,410,-0.03455418720841408
1671337139.5890558,420,-0.031279098242521286
1671337142.2453198,430,-0.05028261989355087
1671337144.8065312,440,-0.11044430732727051
1671337147.3224676,450,-0.23457768559455872
1671337149.8122017,460,-0.11524590104818344
1671337152.4002223,470,-0.14113447070121765
1671337155.0078866,480,-0.2973176836967468
1671337157.5122042,490,-0.3566390872001648
1671337159.998926,500,-0.2585807144641876
1671337162.47624,510,-0.08102220296859741
1671337164.9925916,520,-0.00803123414516449
1671337167.4835782,530,-0.013538261875510216
1671337169.9714603,540,-0.0544559620320797
1671337172.4776554,550,-0.060553599148988724
1671337174.9764314,560,-0.06675278395414352
1671337177.4655614,570,-0.1137133240699768
1671337179.9699993,580,-0.1975421905517578
1671337182.4600863,590,-0.21845844388008118
1671337184.927684,600,-0.19326379895210266
1671337187.4111493,610,-0.09049298614263535
1671337189.892257,620,-0.049228474497795105
1671337192.3596473,630,-0.03076472505927086
1671337194.8224778,640,-0.027451220899820328
1671337197.3279943,650,-0.01945503242313862
1671337199.778039,660,-0.2168765366077423
1671337202.253758,670,-0.252923846244812
1671337204.717321,680,-0.31076958775520325
1671337207.2078245,690,-0.2768551707267761
1671337209.6693766,700,-0.25703465938568115
1671337212.1657195,710,-0.2355794906616211
1671337214.6273417,720,-0.040716711431741714
1671337217.0964265,730,-0.10413037985563278
1671337219.5653305,740,-0.18184427917003632
1671337222.0278475,750,-0.11565175652503967
1671337224.4998133,760,-0.022694772109389305
1671337227.0858948,770,-0.035595789551734924
1671337229.5312996,780,-0.06727050989866257
1671337231.9891605,790,-0.10073558241128922
1671337234.432965,800,-0.43919944763183594
1671337236.8969407,810,-0.48271065950393677
1671337239.3896942,820,-0.4131050407886505
1671337241.8463078,830,-0.36181920766830444
1671337244.324022,840,-0.8622156977653503
1671337246.7723005,850,-1.631441354751587
1671337249.2784421,860,-1.5368098020553589
1671337251.7279685,870,-1.7481980323791504
1671337254.1835449,880,-2.292581796646118
1671337256.6691022,890,-2.4016854763031006
1671337259.1688404,900,-2.1864867210388184
1671337261.7195358,910,-1.5735799074172974
1671337264.354159,920,-1.2669556140899658
1671337266.8524532,930,-1.3165302276611328
1671337269.3480167,940,-1.19240140914917
1671337271.8446262,950,-1.2426586151123047
1671337274.3915997,960,-1.3431224822998047
1671337276.8161654,970,-1.6001567840576172
1671337279.2222524,980,-1.540595531463623
1671337281.67431,990,-1.0971006155014038
1671337284.138699,1000,-1.0212174654006958
1671337286.627955,1010,-1.182347059249878
1671337289.0680494,1020,-1.499240756034851
1671337291.5980108,1030,-2.0178701877593994
1671337294.0492976,1040,-1.9223291873931885
1671337296.4965434,1050,-1.824166178703308
1671337298.9522688,1060,-1.918470859527588
1671337301.358589,1070,-1.4305466413497925
1671337303.765896,1080,-1.3617433309555054
1671337306.1742687,1090,-1.3421911001205444
1671337308.6023364,1100,-1.3194832801818848
1671337311.0160525,1110,-1.3900980949401855
1671337313.432168,1120,-2.5246548652648926
1671337315.879699,1130,-2.5107126235961914
1671337318.3170974,1140,-2.6167614459991455
1671337320.7683394,1150,-2.6377484798431396
1671337323.1827762,1160,-2.6091301441192627
1671337325.6364002,1170,-3.3760783672332764
1671337328.0391068,1180,-3.7840545177459717
1671337330.4724915,1190,-3.5500361919403076
1671337332.9015594,1200,-3.686422824859619
1671337335.367577,1210,-3.7692930698394775
1671337337.79673,1220,-0.4403201937675476
1671337340.2031908,1230,-0.6475024223327637
1671337342.642693,1240,-0.9080755710601807
1671337345.066284,1250,-1.0480865240097046
1671337347.480737,1260,-1.0917425155639648
1671337349.9218106,1270,-1.129054069519043
1671337352.3374128,1280,-1.2080638408660889
1671337354.7491329,1290,-1.3659871816635132
1671337357.1625583,1300,-1.359453797340393
1671337359.6138976,1310,-1.3651503324508667
1671337362.0206842,1320,-1.29559326171875
1671337364.4274719,1330,-1.2264403104782104
1671337366.8399081,1340,-1.1986806392669678
1671337369.2876039,1350,-1.1069892644882202
1671337371.7025583,1360,-0.9350987672805786
1671337374.1311285,1370,-0.9320036172866821
1671337376.5857093,1380,-0.9966387748718262
1671337378.9837425,1390,-0.8190256357192993
1671337381.4191854,1400,-1.0553829669952393
1671337383.8434296,1410,-1.3681074380874634
1671337386.30218,1420,-2.1103906631469727
1671337388.7336779,1430,-2.177619695663452
1671337391.1241221,1440,-2.131267786026001
1671337393.5944371,1450,-2.2997829914093018
1671337396.0170565,1460,-2.3010776042938232
1671337398.4267666,1470,-2.372931957244873
1671337400.8535051,1480,-2.410719871520996
1671337403.2859557,1490,-2.2201473712921143
1671337405.7129972,1500,-2.186786413192749
1671337408.1123505,1510,-2.133406400680542
1671337410.566783,1520,-1.991981863975525
1671337412.978534,1530,-2.200589895248413
1671337415.3583057,1540,-2.111119270324707
1671337417.767328,1550,-3.0387277603149414
1671337420.201199,1560,-3.0217533111572266
1671337422.6022308,1570,-3.097515821456909
1671337425.0323033,1580,-2.954361915588379
1671337427.4521515,1590,-3.1782844066619873
1671337429.875733,1600,-3.27944016456604
1671337432.2766745,1610,-2.872990131378174
1671337434.7048962,1620,-3.258864402770996
1671337437.1093845,1630,-3.4720540046691895
1671337439.5191045,1640,-3.561854124069214
1671337442.025292,1650,-3.3901782035827637
1671337444.4918807,1660,-3.3139374256134033
1671337446.9130383,1670,-3.244455575942993
1671337449.3416722,1680,-3.1092729568481445
1671337451.8035443,1690,-3.3435189723968506
1671337454.3313723,1700,-4.150053024291992
1671337456.8557026,1710,-4.0279693603515625
1671337459.3378668,1720,-2.8176088333129883
1671337461.8654814,1730,-2.284938097000122
1671337464.3767512,1740,-2.681530475616455
1671337466.8819306,1750,-2.9979634284973145
1671337469.4320714,1760,-2.9639699459075928
1671337471.951562,1770,-2.8577184677124023
1671337474.4470303,1780,-2.4119246006011963
1671337476.964931,1790,-2.191602945327759
1671337479.498517,1800,-1.9932142496109009
1671337482.0207205,1810,-1.6425836086273193
1671337484.5257425,1820,-1.6365625858306885
1671337487.0818534,1830,-1.2850227355957031
1671337489.631088,1840,-1.5717458724975586
1671337492.1383638,1850,-1.533652901649475
1671337494.7841291,1860,-1.6932179927825928
1671337497.3094134,1870,-1.8492130041122437
1671337499.939977,1880,-1.9030451774597168
1671337502.5482917,1890,-1.8451168537139893
1671337505.144893,1900,-1.7947473526000977
1671337507.644372,1910,-1.8310686349868774
1671337510.1929991,1920,-1.853358507156372
1671337512.8688362,1930,-1.7807236909866333
1671337515.5543334,1940,-1.687557339668274
1671337518.1542802,1950,-1.6542534828186035
1671337520.7195945,1960,-1.7505087852478027
1671337523.2702005,1970,-1.9485706090927124
1671337525.766972,1980,-2.14570951461792
1671337528.2134464,1990,-2.1899466514587402
1671337530.6693013,2000,-2.236560821533203
1671337533.13212,2010,-2.2424299716949463
1671337535.6244588,2020,-2.2426280975341797
1671337538.1055079,2030,-2.2542741298675537
1671337540.5660663,2040,-2.336233377456665
1671337543.0399618,2050,-2.3171451091766357
1671337545.536537,2060,-2.224174737930298
1671337548.018962,2070,-2.162163734436035
1671337550.498723,2080,-2.1804792881011963
1671337552.967182,2090,-2.2015774250030518
1671337555.4468634,2100,-2.2317888736724854
1671337557.9265869,2110,-2.207191228866577
1671337560.3918233,2120,-2.1379506587982178
1671337562.866124,2130,-2.2160427570343018
1671337565.3395014,2140,-2.355137825012207
1671337567.80539,2150,-1.914162039756775
1671337570.3149343,2160,-1.833876609802246
1671337572.8175693,2170,-1.7804964780807495
1671337575.28939,2180,-1.841844916343689
1671337577.7687821,2190,-2.263052463531494
1671337580.2261171,2200,-2.2537553310394287
1671337582.7125003,2210,-2.2916464805603027
1671337585.1908038,2220,-2.3789944648742676
1671337587.6523407,2230,-2.376471757888794
1671337590.0631285,2240,-2.2299506664276123
1671337592.4838004,2250,-2.2803738117218018
1671337594.8822856,2260,-2.6310417652130127
1671337597.3022609,2270,-3.0349810123443604
1671337599.722038,2280,-2.894270420074463
1671337602.154058,2290,-2.5147876739501953
1671337604.5885956,2300,-2.5120649337768555
1671337607.0141652,2310,-3.2511799335479736
1671337609.4618795,2320,-3.5663321018218994
1671337611.8780932,2330,-3.564696788787842
1671337614.2926075,2340,-3.603184223175049
1671337616.707829,2350,-3.579721689224243
1671337619.1386032,2360,-3.5144269466400146
1671337621.5640762,2370,-3.4114019870758057
1671337623.9771652,2380,-3.2017269134521484
1671337626.381798,2390,-3.346682071685791
1671337628.78293,2400,-3.2888541221618652
1671337631.2235353,2410,-3.168058395385742
1671337633.6845279,2420,-3.031316041946411
1671337636.0912762,2430,-2.991797685623169
1671337638.5103085,2440,-3.019493341445923
1671337640.9496145,2450,-3.048428535461426
1671337643.3628318,2460,-3.067225933074951
1671337645.8020449,2470,-2.9553864002227783
1671337648.2102156,2480,-2.9205195903778076
1671337650.6479073,2490,-2.710301160812378
1671337653.081344,2500,-2.808300018310547
1671337655.5120132,2510,-2.766498327255249
1671337657.9132755,2520,-2.045774221420288
1671337660.334538,2530,-2.1653008460998535
1671337662.7608535,2540,-1.6703287363052368
1671337665.1933522,2550,-1.264136552810669
1671337667.6186824,2560,-1.2325117588043213
1671337670.050097,2570,-0.6384008526802063
1671337672.470916,2580,-0.8157098293304443
1671337674.8744326,2590,-0.6375669240951538
1671337677.2833002,2600,-0.3886106014251709
1671337679.6847773,2610,-0.22621241211891174
1671337682.128593,2620,-0.31518012285232544
1671337684.5485802,2630,-0.39389291405677795
1671337686.9408069,2640,-0.20519083738327026
1671337689.3683589,2650,-0.041105374693870544
1671337691.7745252,2660,-0.03280346468091011
1671337694.2055347,2670,-0.016116196289658546
1671337696.6625016,2680,-0.010036070831120014
1671337699.0986931,2690,-0.0014532837085425854
1671337701.5503216,2700,-0.0021666621323674917
1671337703.9571319,2710,-0.0013986141420900822
1671337706.3813932,2720,-0.00465846573933959
1671337708.7905135,2730,-0.04529879242181778
1671337711.2278237,2740,-0.03294662758708
1671337713.6420298,2750,-0.03605065867304802
1671337716.0612466,2760,-0.031270578503608704
1671337718.4693768,2770,-0.032609373331069946
1671337720.8862119,2780,-0.04959600046277046
1671337723.2784328,2790,-0.03136709704995155
1671337725.708391,2800,-0.0009594844304956496
1671337728.1160069,2810,-0.0021712773013859987
